#,Target,Mode,IP,URL Rating,Domain Rating,Ahrefs Rank,Domains,Ref domains Dofollow,Ref domains Governmental,Ref domains Educational,Ref IPs,Ref SubNets,Linked Domains,Total Backlinks,Backlinks Text,Backlinks NoFollow,Backlinks Redirect,Backlinks Image,Backlinks Frame,Backlinks Form,Backlinks Governmental,Backlinks Educational,Total Keywords,Total Traffic (desc)
59,smhalsingland.se,subdomains,194.9.94.86,,2.2,52480644,9,8,0,0,12,12,3,824,824,1,0,21,0,0,0,0,0,0
61,shsf.se,subdomains,194.9.94.85,,2.1,52515845,42,40,0,1,59,54,3,252,251,3,1,0,0,0,0,1,0,0
152,kennelmexicanblackbird.se,subdomains,194.9.94.85,,2.1,52525313,16,11,0,0,16,16,2,257,256,6,1,4,0,0,0,0,0,0
97,kastreringsbussen.se,subdomains,194.9.94.85,,2.1,52526800,8,8,0,0,23,20,2,73,73,1,0,0,0,0,0,0,0,0
174,lundensforskolor.se,subdomains,35.228.119.231,,2.1,52547977,8,6,0,0,11,10,5,36,33,2,3,0,0,0,0,0,0,0
175,kaliberapp.se,subdomains,194.9.94.85,,2.1,52645861,5,5,0,1,20,15,1,32,32,0,0,0,0,0,0,1,0,0
60,neapelbukten.se,subdomains,194.9.94.85,,2.1,53061717,11,5,0,0,18,14,36,40,40,11,0,0,0,0,0,0,0,0
9,vårdnadstviststockholm.nu,subdomains,35.228.53.67,,2.1,53106636,4,4,0,0,4,4,1,24,24,0,0,0,0,0,0,0,15,0
87,osbymusikskola.se,subdomains,194.9.94.85,,2.1,53135408,6,6,0,0,13,13,2,35,35,0,0,2,0,0,0,0,0,0
19,krstdaikido.se,subdomains,194.9.94.85,,2.1,53380922,6,3,0,0,7,7,4,13,13,5,0,0,0,0,0,0,0,0
121,re-start.se,subdomains,194.9.94.86,,2,53430464,3,2,0,0,5,5,1,7,7,3,0,0,0,0,0,0,0,0
163,torebodabostader.se,subdomains,194.9.94.85,,2,53446914,15,11,0,0,14,13,2,198,198,5,0,175,0,0,0,0,0,0
107,scenkonstq.se,subdomains,194.9.94.85,,2,53448385,3,3,0,0,3,3,1,114,114,3,0,0,0,0,0,0,0,0
62,filipgarden.se,subdomains,194.9.94.85,,2,53566949,10,10,0,0,11,11,1,178,178,0,0,0,0,0,0,0,0,0
94,promal.nu,subdomains,194.9.94.85,,2,53622357,2,2,0,0,2,2,7,307,307,0,0,0,0,0,0,0,0,0
51,visithelsingborg.se,subdomains,194.9.94.85,,2,53729617,6,4,0,0,6,6,4,34,34,3,0,0,0,0,0,0,0,0
158,hoforsbacken.nu,subdomains,194.9.94.86,,2,53821669,10,6,0,0,12,12,1,23,22,11,1,1,0,0,0,0,0,0
179,ayurveda-friskvard.se,subdomains,35.228.53.67,,2,53879871,7,3,0,0,25,20,6,172,172,157,0,0,0,0,0,0,0,0
105,vallsta.nu,subdomains,194.9.94.85,,2,53893815,3,2,0,0,3,3,3,33,33,11,0,0,0,0,0,0,0,0
65,smilekliniken.se,subdomains,194.9.94.86,,2,54068508,2,1,0,0,2,2,1,2,2,1,0,0,0,0,0,0,0,0
52,ohis.se,subdomains,194.9.94.85,,2,54085661,4,4,0,0,24,19,3,160,160,0,0,0,0,0,0,0,0,0
103,prontodev.se,subdomains,194.9.94.85,,2,54142090,6,6,0,0,9,8,1,44,44,0,0,3,0,0,0,0,0,0
104,sprakmaktskapande.se,subdomains,94.46.112.46,,2,54156467,27,18,0,0,29,29,69,80,75,41,5,2,0,0,0,0,2,2
193,yogaterapi.se,subdomains,,,2,54458908,1,1,0,0,1,1,0,2,2,0,0,2,0,0,0,0,0,0
89,cateproject.se,subdomains,194.9.94.85,,2,54533701,7,4,0,1,10,10,1,22,22,9,0,2,0,0,0,3,0,0
63,halsingeutbildning.se,subdomains,35.228.53.67,,2,54550836,7,5,0,1,8,8,1,110,106,6,4,92,0,0,0,2,0,0
106,theblackbird.org,subdomains,194.9.94.85,,2,54552331,10,9,0,0,18,17,1,32,32,5,0,0,0,0,0,0,0,0
157,adalabob.se,subdomains,194.9.94.85,,1.9,54852336,6,3,0,0,8,7,3,12,12,7,0,1,0,0,0,0,0,0
50,frykstamuskelvard.se,subdomains,194.9.94.85,,1.9,54904442,4,3,0,0,4,4,2,6,6,1,0,0,0,0,0,0,0,0
92,carlsbussar.se,subdomains,194.9.94.86,,1.9,55043187,14,11,0,0,11,11,3,96,96,80,0,2,0,0,0,0,0,0
109,mjukaflytten.se,subdomains,194.9.94.85,,1.9,55280210,6,5,0,0,10,9,3,10,10,1,0,3,0,0,0,0,0,0
163,rfhlgavleborg.se,subdomains,194.9.94.86,,1.9,55306449,5,2,0,0,5,5,8,6,6,3,0,0,0,0,0,0,0,0
108,arecta.se,subdomains,194.9.94.86,,1.9,55349147,15,12,0,0,15,15,3,31,28,3,0,5,1,0,0,0,0,0
15,naprapattaby.se,subdomains,185.133.206.152,,1.9,55428628,12,5,0,0,13,12,5,60,60,35,0,8,0,0,0,0,5,5
69,frofabriken.se,subdomains,91.201.60.88,,1.9,55524339,6,5,0,0,11,9,1,52,52,1,0,31,0,0,0,0,0,0
127,killan.se,subdomains,194.9.94.85,,1.8,55782481,6,3,0,0,7,6,1,59,59,3,0,0,0,0,0,0,0,0
65,htbg.nu,subdomains,194.9.94.86,,1.8,55962412,23,21,0,1,11,10,3,90,90,10,0,0,0,0,0,1,0,0
86,leksandsspelmansstamma.se,subdomains,194.9.94.85,,1.8,56066153,4,4,0,0,4,3,1,8,8,0,0,0,0,0,0,0,0,0
30,mathetopia.se,subdomains,194.9.94.86,,1.8,56070864,3,3,0,1,3,3,2,3,3,0,0,0,0,0,0,1,0,0
147,idaenheten.se,subdomains,194.9.94.85,,1.8,56118453,4,3,0,0,5,5,1,8,8,1,0,0,0,0,0,0,0,0
64,v-god.se,subdomains,194.9.94.86,,1.8,56121747,15,14,0,0,16,16,3,28,28,4,0,12,0,0,0,0,0,0
111,hotelahlstrom.se,subdomains,194.9.94.86,,1.8,56186161,5,3,0,1,6,6,1,22,22,4,0,0,0,0,0,14,0,0
130,prinsig.se,subdomains,194.9.94.85,,1.8,56195424,43,33,0,1,51,44,3,3596,3596,3317,0,0,0,0,0,2,0,0
110,mattsjohansson.se,subdomains,194.9.94.85,,1.8,56433253,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0
124,radiokfum.se,subdomains,,,1.8,56668014,5,5,0,0,25,20,1,540,538,0,0,2,0,0,0,0,0,0
82,simonlab.se,subdomains,194.9.94.85,,1.8,56676636,7,6,0,0,12,11,1,20,20,1,0,2,0,0,0,0,0,0
16,skyggakatten.se,subdomains,188.114.236.8,,1.7,56759667,20,17,0,0,35,28,15,271,267,1,4,1,0,0,0,0,2,6
185,beateericsson.se,subdomains,194.9.94.85,,1.7,56776663,1,1,0,0,1,1,1,2,2,0,0,0,0,0,0,0,0,0
33,beedigd-vertalen.nu,subdomains,195.238.76.28,,1.7,56891705,51,47,0,0,67,56,71,284,280,43,4,0,0,0,0,0,4,0
17,artikelsok.se,subdomains,172.67.188.149,,1.7,57063021,8,5,0,0,8,8,8,28,26,4,2,2,0,0,0,0,2,0
58,anegytalents.se,subdomains,194.9.94.85,,1.7,57098186,18,15,0,0,20,17,3,30,28,13,2,0,0,0,0,0,0,0
66,arken-arkitekter.se,subdomains,194.9.94.86,,1.7,57424478,8,5,0,0,10,9,31,39,39,4,0,0,0,0,0,0,0,0
149,fipoh.se,subdomains,188.114.96.2,,1.7,57607974,7,5,0,0,17,13,10,54,52,3,2,4,0,0,0,0,0,0
142,afnorrkoping.se,subdomains,194.9.94.85,,1.7,57731559,18,17,0,0,19,16,3,38,38,15,0,0,0,0,0,0,0,0
117,vushf2017.se,subdomains,194.9.94.86,,1.7,57844524,10,9,0,0,10,10,1,194,194,1,0,0,0,0,0,0,0,0
184,profyma.se,subdomains,194.9.94.86,,1.6,58172422,2,2,0,0,2,2,1,3,3,0,0,0,0,0,0,0,0,0
68,overtorneas.se,subdomains,185.198.11.16,,1.6,58325241,7,3,0,0,8,7,22,15,12,7,3,2,0,0,0,0,1,0
172,kvinnojourenviktoria.se,subdomains,194.9.94.86,,1.6,58340823,4,2,0,0,5,5,1,43,43,2,0,0,0,0,0,0,0,0
78,irantox.org,subdomains,,,1.6,58515387,76,29,0,3,80,75,0,320,320,52,0,0,0,0,0,33,0,0
67,vansterpartietjonkoping.se,subdomains,188.114.243.15,,1.6,58553904,14,5,0,0,13,12,9,34,27,11,7,7,0,0,0,0,0,0
86,andelslaget.se,subdomains,,,1.6,58582092,13,11,0,0,12,12,10,35,35,3,0,6,0,0,0,0,0,0
178,borobert.se,subdomains,194.9.94.85,,1.6,58680935,10,8,0,1,15,14,3,18,18,3,0,0,0,0,0,2,0,0
128,toggas.se,subdomains,,,1.6,58783493,19,14,0,0,23,21,0,88,88,6,0,0,0,0,0,0,0,0
36,vintercupen.se,subdomains,185.196.39.23,,1.6,58886758,5,4,0,0,5,5,8,1220,1220,6,0,0,0,0,0,0,5,0
84,varldsmiljodagenikungsbacka.se,subdomains,35.228.53.67,,1.6,59070335,1,1,0,0,1,1,6,4,4,0,0,0,0,0,0,0,0,0
103,hesc.se,subdomains,194.9.94.85,,1.5,59155883,4,3,0,0,6,5,9,12,12,1,0,0,0,0,0,0,0,0
89,harvestfund.se,subdomains,93.188.2.54,,1.5,59209240,2,2,0,0,2,2,1,2,2,0,0,0,0,0,0,0,0,0
74,tnrip.org,subdomains,194.9.94.85,,1.5,59215119,52,43,0,0,53,45,1,739,738,88,0,2,1,0,0,0,0,0
71,okyouhok.com,subdomains,212.123.41.108,,1.5,59400107,6,6,0,0,4,4,2,215936,215936,0,0,115,0,0,0,0,0,0
161,squoosh.se,subdomains,35.228.53.67,,1.5,59476904,35,33,0,0,35,26,2,2436,2436,3,0,4,0,0,0,0,0,0
112,mareliberum.nu,subdomains,194.9.94.85,,1.5,59587545,29,22,0,1,30,30,1,117,117,23,0,0,0,0,0,1,0,0
113,trainingandspeaking.se,subdomains,94.46.113.54,,1.5,59967970,3,2,0,0,3,3,21,17,17,3,0,0,0,0,0,0,0,0
40,vadskajagröstapå.com,subdomains,91.201.60.88,,1.5,60310999,7,3,0,0,14,14,10,86,86,76,0,0,0,0,0,0,3,0
87,wcw2019.se,subdomains,93.188.2.52,,1.5,60380603,3,3,0,0,3,3,26,2658,2658,0,0,1,0,0,0,0,0,0
27,radonbesiktningar.se,subdomains,185.133.206.152,,1.4,60553890,5,3,0,0,5,5,3,19,14,1,5,0,0,0,0,0,7,1
101,fagerstahygien.se,subdomains,194.9.94.85,,1.4,60563602,15,8,0,0,14,14,5,31,31,11,0,1,0,0,0,0,0,0
115,techstories.se,subdomains,194.9.94.86,,1.4,60586339,2,2,0,1,2,2,1,2,2,0,0,1,0,0,0,1,0,0
112,kakconnect.se,subdomains,94.46.119.59,,1.4,60724037,9,4,0,0,8,7,7,11,8,3,3,0,0,0,0,0,0,0
94,ingelasjoberg.se,subdomains,194.9.94.86,,1.4,60734935,10,9,0,0,30,23,9,260,260,1,0,14,0,0,0,0,0,0
114,elevkonventionen.se,subdomains,194.9.94.86,,1.4,60791800,1,1,0,0,1,1,4,1,1,0,0,0,0,0,0,0,0,0
72,fondsmart.se,subdomains,194.9.94.86,,1.4,60816797,20,17,0,0,26,24,1,109,107,3,0,3,0,0,0,0,0,0
71,målsägandebiträdestockholm.se,subdomains,35.228.53.67,,1.4,60995977,6,3,0,0,6,6,2,26,26,4,0,0,0,0,0,0,2,0
115,backabarnen.se,subdomains,194.9.94.86,,1.4,61154018,2,2,0,0,2,2,2,22,22,0,0,0,0,0,0,0,0,0
176,oldcorner.se,subdomains,35.228.74.13,,1.4,61223097,35,26,0,0,37,32,3,153,123,37,1,10,0,0,0,0,0,0
116,brfprotonen.se,subdomains,194.9.94.86,,1.4,61378038,3,1,0,0,3,3,1,5,5,4,0,1,0,0,0,0,0,0
98,hiton.nu,subdomains,194.9.94.86,,1.4,61403428,28,12,0,0,28,25,1,100,99,40,1,6,0,0,0,0,0,0
69,golvkungen.se,subdomains,194.9.94.85,,1.4,61536531,2,2,0,0,2,2,1,3,3,0,0,1,0,0,0,0,0,0
25,thomasschulze.info,subdomains,,,1.4,61630641,3,3,0,0,3,2,0,12,12,0,0,8,0,0,0,0,0,0
70,visukalen.se,subdomains,194.9.94.86,,1.4,61653073,4,3,0,0,7,7,3,15,15,4,0,0,0,0,0,0,0,0
120,ipv6forrefugees.se,subdomains,94.46.248.39,,1.3,61853428,6,5,0,0,5,5,1,11,11,3,0,0,0,0,0,0,0,0
117,forshagaafk.se,subdomains,194.9.94.86,,1.3,61900896,6,3,0,0,7,7,6,17,17,6,0,5,0,0,0,0,0,0
74,mbtdans.se,subdomains,194.9.94.86,,1.3,62016810,20,20,0,0,7,7,3,185,185,0,0,0,0,0,0,0,0,0
126,prylbodenbjornlunda.se,subdomains,194.9.94.85,,1.3,62262814,3,3,0,0,2,2,5,10,10,0,0,10,0,0,0,0,0,0
118,icmg.nu,subdomains,194.9.94.86,,1.3,62431952,11,5,0,3,13,13,3,44,44,10,0,2,0,0,0,31,0,0
33,AlmeidaCartoons.com,subdomains,94.46.119.106,,1.4,62545634,55,46,0,0,57,50,2,366,365,15,0,87,0,0,0,0,0,0
119,qwork.se,subdomains,194.9.94.86,,1.3,62549322,30,23,0,1,32,28,1,250,250,221,0,0,0,0,0,1,0,0
65,ivabbutiken.se,subdomains,194.9.94.85,,1.3,62590653,3,2,0,0,3,3,6,9,9,6,0,0,0,0,0,0,0,0
164,toniholgersson.se,subdomains,194.9.94.86,,1.3,62984064,8,7,0,0,31,24,3,384,384,5,0,0,0,0,0,0,0,0
154,nybergsmaleri.se,subdomains,194.9.94.85,,1.2,63283198,13,8,0,0,13,13,1,21,21,7,0,3,0,0,0,0,0,0
74,kemasmycken.se,subdomains,194.9.94.86,,1.2,63313141,2,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0
122,vaquita.se,subdomains,194.9.94.86,,1.2,63467841,2,1,0,1,2,2,1,44,44,1,0,1,0,0,0,43,0,0
